model,step,nll_val_avg,nll_val_dim1,nll_val_dim2,nll_val_dim3,nll_val_dim4,nll_val_dim5,nll_val_dim6
bidirectional,16700,-1.2099662323792775,-2.3504042625427246,-1.50286066532135,-1.1441234350204468,-0.8712341785430908,-0.8105132579803467,-0.5806615948677063
bidirectional,16800,-1.0888652006785076,-1.965444803237915,-1.2758057117462158,-1.0763235092163086,-0.7955963015556335,-0.8662950396537781,-0.5537258386611938
bidirectional,16900,-1.2567253609498341,-2.405745506286621,-1.5269855260849,-1.2248486280441284,-0.9136205911636353,-0.861822247505188,-0.6073296666145325
bidirectional,17000,-1.2563035984834034,-2.404029369354248,-1.6140578985214233,-1.173058271408081,-0.873658299446106,-0.8837276697158813,-0.5892900824546814
bidirectional,17100,-1.2812249859174092,-2.4442665576934814,-1.6502034664154053,-1.2037495374679565,-0.8767822980880737,-0.8604239821434021,-0.6519240736961365
bidirectional,17200,-1.2613339523474376,-2.445913553237915,-1.5854980945587158,-1.1248836517333984,-0.904684841632843,-0.8340767025947571,-0.6729468703269958
bidirectional,17300,-1.2101132571697235,-2.148616075515747,-1.5856695175170898,-1.215074062347412,-0.8785545229911804,-0.832451343536377,-0.6003140211105347
bidirectional,17400,-1.1437708934148152,-2.299874782562256,-1.4273520708084106,-1.0173864364624023,-0.8095011711120605,-0.7671160697937012,-0.541394829750061
bidirectional,17500,-1.26944699883461,-2.4407944679260254,-1.6044044494628906,-1.1999602317810059,-0.8759312629699707,-0.8689693212509155,-0.6266222596168518
bidirectional,17600,-1.252561777830124,-2.3030989170074463,-1.628685474395752,-1.1975069046020508,-0.8843181133270264,-0.8519109487533569,-0.6498503088951111
bidirectional,17700,-1.265075832605362,-2.282222270965576,-1.5607143640518188,-1.1844924688339233,-0.9116402268409729,-0.9774757623672485,-0.6739099025726318
bidirectional,17800,-1.284875174363454,-2.4793145656585693,-1.635319471359253,-1.1625876426696777,-0.9163639545440674,-0.8601352572441101,-0.6555301547050476
bidirectional,17900,-1.2362673878669739,-2.408766031265259,-1.5795472860336304,-1.1566648483276367,-0.8050321936607361,-0.8574434518814087,-0.6101505160331726
bidirectional,18000,-0.9586668312549591,-1.2811963558197021,-1.1732065677642822,-1.0232988595962524,-0.84346604347229,-0.843069851398468,-0.5877633094787598
bidirectional,18100,-1.1647244493166606,-2.091409921646118,-1.5547471046447754,-1.16121506690979,-0.865057110786438,-0.7808935046195984,-0.5350239872932434
bidirectional,18200,-1.1663814584414165,-2.317317485809326,-1.2092669010162354,-1.1447887420654297,-0.8616237044334412,-0.8707781434059143,-0.5945137739181519
bidirectional,18300,-1.2232790489991505,-2.1129672527313232,-1.4585307836532593,-1.2489566802978516,-0.9569445848464966,-0.8910380005836487,-0.6712369918823242
bidirectional,18400,-1.2626000940799713,-2.3901774883270264,-1.5569900274276733,-1.2164101600646973,-0.8786954283714294,-0.9067615866661072,-0.6265658736228943
bidirectional,18500,-1.2757749259471893,-2.3616220951080322,-1.6615761518478394,-1.1945134401321411,-0.8989624977111816,-0.8745181560516357,-0.6634572148323059
bidirectional,18600,-1.2256516714890797,-2.1944358348846436,-1.5285329818725586,-1.1997876167297363,-0.9227076172828674,-0.8659201860427856,-0.6425257921218872
bidirectional,18700,-1.1957403322060902,-2.3823130130767822,-1.56650710105896,-1.13979172706604,-0.7882535457611084,-0.7596291899681091,-0.537947416305542
bidirectional,18800,-1.2951814830303192,-2.448212146759033,-1.6770840883255005,-1.255679965019226,-0.8433600068092346,-0.9258387684822083,-0.6209139227867126
bidirectional,18900,-1.2783539990584056,-2.484182119369507,-1.5382615327835083,-1.2364033460617065,-0.8686473369598389,-0.9245869517326355,-0.6180427074432373
bidirectional,19000,-1.1859145561854045,-1.8866249322891235,-1.6152311563491821,-1.1977816820144653,-0.8891124129295349,-0.8569884896278381,-0.6697486639022827
bidirectional,19100,-1.24778546889623,-2.263969659805298,-1.5769563913345337,-1.1557049751281738,-0.8816397786140442,-0.9239903688430786,-0.6844516396522522
bidirectional,19200,-1.2884895503520966,-2.465118408203125,-1.587528944015503,-1.2124638557434082,-0.9159901738166809,-0.9355968236923218,-0.6142390966415405
bidirectional,19300,-1.2805127302805583,-2.368278980255127,-1.6422802209854126,-1.199237585067749,-0.880342960357666,-0.8970943689346313,-0.6958422660827637
bidirectional,19400,-1.2778973877429962,-2.4524738788604736,-1.556988000869751,-1.129512906074524,-0.948771595954895,-0.9354330897331238,-0.64420485496521
bidirectional,19500,-1.2717441419760387,-2.478647470474243,-1.5229125022888184,-1.2011919021606445,-0.9676834940910339,-0.8852607607841492,-0.5747687220573425
bidirectional,19600,-1.2752719322840373,-2.335221290588379,-1.6630425453186035,-1.1657683849334717,-0.9245383143424988,-0.8947898149490356,-0.6682712435722351
bidirectional,19700,-1.2028714219729106,-2.111664295196533,-1.529899001121521,-1.0986874103546143,-0.9108958840370178,-0.9001944661140442,-0.6658874750137329
bidirectional,19800,-1.262485961119334,-2.350811243057251,-1.59470796585083,-1.2103571891784668,-0.8721254467964172,-0.9346023797988892,-0.6123115420341492
bidirectional,19900,-1.3140614330768585,-2.474959373474121,-1.697662353515625,-1.2285082340240479,-0.9296056032180786,-0.8917685151100159,-0.6618645191192627
bidirectional,20000,-1.286289632320404,-2.3300294876098633,-1.6227091550827026,-1.26108717918396,-0.887686014175415,-0.9487126469612122,-0.6675133109092712
bidirectional,20100,-1.2599530915419261,-2.2840051651000977,-1.6905910968780518,-1.1664351224899292,-0.8867456316947937,-0.900518536567688,-0.6314229965209961
bidirectional,20200,-1.2768029471238453,-2.4721293449401855,-1.539190649986267,-1.2209302186965942,-0.8764758110046387,-0.9088031649589539,-0.6432884931564331
bidirectional,20300,-1.2781322002410889,-2.482703447341919,-1.5909364223480225,-1.2001705169677734,-0.9080640077590942,-0.8578125238418579,-0.6291062831878662
bidirectional,20400,-1.3050176203250885,-2.586747646331787,-1.659676194190979,-1.217039704322815,-0.8621459603309631,-0.8745248913764954,-0.6299713253974915
bidirectional,20500,-1.298026551802953,-2.419095516204834,-1.735567569732666,-1.2237449884414673,-0.9060811996459961,-0.8541960716247559,-0.6494739651679993
bidirectional,20600,-1.2959400117397308,-2.401289463043213,-1.6912873983383179,-1.1758230924606323,-0.9287223219871521,-0.9144154787063599,-0.66410231590271
bidirectional,20700,-1.2723619937896729,-2.404604911804199,-1.6789653301239014,-1.1894195079803467,-0.8937357068061829,-0.831017255783081,-0.6364292502403259
bidirectional,20800,-1.312941700220108,-2.4448435306549072,-1.7330549955368042,-1.193490982055664,-0.9288548231124878,-0.9218674898147583,-0.6555383801460266
bidirectional,20900,-1.318959931532542,-2.5535285472869873,-1.6438742876052856,-1.2212306261062622,-0.9221453666687012,-0.9138611555099487,-0.6591196060180664
bidirectional,21000,-1.3086516857147217,-2.5408549308776855,-1.6625967025756836,-1.2089132070541382,-0.9382506012916565,-0.9232844710350037,-0.5780102014541626
bidirectional,21100,-1.2843676110108693,-2.4871973991394043,-1.5169399976730347,-1.2284220457077026,-0.9184570908546448,-0.9193840622901917,-0.635805070400238
bidirectional,21200,-1.3295621772607167,-2.5574254989624023,-1.7427598237991333,-1.2248371839523315,-0.9212614893913269,-0.8935295939445496,-0.6375594735145569
bidirectional,21300,-1.2378847499688466,-2.1285312175750732,-1.6272777318954468,-1.1887404918670654,-0.9427959322929382,-0.9096723198890686,-0.6302908062934875
bidirectional,21400,-1.28238578637441,-2.4509191513061523,-1.606792688369751,-1.1319254636764526,-0.9611991047859192,-0.9235011339187622,-0.6199771761894226
bidirectional,21500,-1.2844660083452861,-2.4738752841949463,-1.5953372716903687,-1.1861988306045532,-0.9326287508010864,-0.8862863779067993,-0.6324695348739624
bidirectional,21600,-1.3192293047904968,-2.5181970596313477,-1.6239243745803833,-1.2307634353637695,-0.932043194770813,-0.9169759154319763,-0.6934718489646912
bidirectional,21700,-1.2928812106450398,-2.3079164028167725,-1.6908040046691895,-1.247166395187378,-0.8983680009841919,-0.9272758960723877,-0.6857565641403198
bidirectional,21800,-1.3308039506276448,-2.6238036155700684,-1.7024060487747192,-1.1948245763778687,-0.8550255298614502,-0.9178502559661865,-0.6909136772155762
bidirectional,21900,-1.3104971945285797,-2.5302441120147705,-1.624260425567627,-1.2397692203521729,-0.8825174570083618,-0.9490483403205872,-0.637143611907959
bidirectional,22000,-1.2844385504722595,-2.324998378753662,-1.679080843925476,-1.2531468868255615,-0.9364627599716187,-0.8571135997772217,-0.6558288335800171
bidirectional,22100,-1.3019672433535259,-2.465179920196533,-1.6232842206954956,-1.232790231704712,-0.9261406660079956,-0.927021861076355,-0.6373865604400635
bidirectional,22200,-1.3256258368492126,-2.5582706928253174,-1.6850847005844116,-1.2027497291564941,-0.9015648365020752,-0.9564084410667419,-0.6496766209602356
bidirectional,22300,-1.281964619954427,-2.438004970550537,-1.6667687892913818,-1.2131123542785645,-0.8576474785804749,-0.8976760506629944,-0.6185780763626099
bidirectional,22400,-1.292427271604538,-2.357710838317871,-1.7235972881317139,-1.2298662662506104,-0.8457319140434265,-0.9274799823760986,-0.6701773405075073
bidirectional,22500,-1.2794645130634308,-2.4367706775665283,-1.5629589557647705,-1.1960070133209229,-0.8897508382797241,-0.9332288503646851,-0.6580707430839539
bidirectional,22600,-1.3268964290618896,-2.4628748893737793,-1.685875654220581,-1.2251136302947998,-0.935816764831543,-0.9315363764762878,-0.7201612591743469
bidirectional,22700,-1.3185878495375316,-2.501293659210205,-1.6816833019256592,-1.23079252243042,-0.9521986246109009,-0.8721563816070557,-0.6734026074409485
bidirectional,22800,-1.3019104897975922,-2.3395326137542725,-1.6803706884384155,-1.2202351093292236,-0.946929931640625,-0.9162538051605225,-0.7081407904624939
bidirectional,22900,-1.3160409033298492,-2.4883859157562256,-1.7185657024383545,-1.2666575908660889,-0.8767192363739014,-0.8743677735328674,-0.6715492010116577
bidirectional,23000,-1.3377650479475658,-2.606832504272461,-1.6604492664337158,-1.2431261539459229,-0.9470091462135315,-0.8793202638626099,-0.6898529529571533
bidirectional,23100,-1.3309084177017212,-2.4943947792053223,-1.6905673742294312,-1.260206699371338,-0.9635423421859741,-0.9081262946128845,-0.6686130166053772
bidirectional,23200,-1.3226897915204365,-2.4966187477111816,-1.6327046155929565,-1.2339468002319336,-0.9263666272163391,-0.9574747085571289,-0.6890272498130798
bidirectional,23300,-1.314669410387675,-2.5171995162963867,-1.6395769119262695,-1.1938599348068237,-0.9390087127685547,-0.9193521738052368,-0.6790192127227783
bidirectional,23400,-1.3058236241340637,-2.482370615005493,-1.6037472486495972,-1.2607033252716064,-0.940044105052948,-0.8597135543823242,-0.6883628964424133
bidirectional,23500,-1.3059519827365875,-2.5173635482788086,-1.6224231719970703,-1.2072304487228394,-0.9591784477233887,-0.9161714315414429,-0.6133448481559753
bidirectional,23600,-1.3646550973256428,-2.685427665710449,-1.7037816047668457,-1.2435928583145142,-0.9524519443511963,-0.8837937712669373,-0.7188827395439148
bidirectional,23700,-1.3532895644505818,-2.634427309036255,-1.6771502494812012,-1.287947177886963,-0.9125322699546814,-0.9319331049919128,-0.675747275352478
bidirectional,23800,-1.3207662304242451,-2.575047492980957,-1.623297095298767,-1.235241413116455,-0.9020432233810425,-0.9033650755882263,-0.6856030821800232
bidirectional,23900,-1.336514264345169,-2.4655797481536865,-1.6895040273666382,-1.3330637216567993,-0.884739339351654,-0.9452939033508301,-0.7009048461914062
bidirectional,24000,-1.2913469274838765,-2.4097983837127686,-1.6258145570755005,-1.2491097450256348,-0.8749485611915588,-0.9350106120109558,-0.6533997058868408
bidirectional,24100,-1.3186598718166351,-2.5181384086608887,-1.6383806467056274,-1.255528211593628,-0.9579665660858154,-0.8790580630302429,-0.6628873348236084
bidirectional,24200,-1.3272945980230968,-2.4758265018463135,-1.6986348628997803,-1.2421127557754517,-0.9625692367553711,-0.8847348690032959,-0.6998893618583679
bidirectional,24300,-1.3617806136608124,-2.601451873779297,-1.6858434677124023,-1.2463558912277222,-0.9440544247627258,-0.9645376205444336,-0.7284404039382935
bidirectional,24400,-1.3072218994299571,-2.4954934120178223,-1.6129693984985352,-1.2697227001190186,-0.9603317379951477,-0.8392632603645325,-0.6655508875846863
bidirectional,24500,-1.342158575852712,-2.538512706756592,-1.7317659854888916,-1.2165018320083618,-0.9270712733268738,-0.9484808444976807,-0.6906188130378723
bidirectional,24600,-1.3737702469031017,-2.630964756011963,-1.7882617712020874,-1.2287601232528687,-0.9535418748855591,-0.9397836923599243,-0.7013092637062073
bidirectional,24700,-1.369214912255605,-2.7287869453430176,-1.7293117046356201,-1.2575503587722778,-0.9098267555236816,-0.9205881357192993,-0.6692255735397339
bidirectional,24800,-1.3190429310003917,-2.5391626358032227,-1.7083767652511597,-1.1528266668319702,-0.9559076428413391,-0.8695059418678284,-0.6884779334068298
bidirectional,24900,-1.3616956373055775,-2.620331048965454,-1.7338413000106812,-1.2131065130233765,-0.9671127200126648,-0.9287263751029968,-0.7070558667182922
bidirectional,25000,-1.3254376451174419,-2.578402042388916,-1.6459425687789917,-1.2591065168380737,-0.9207566976547241,-0.8838001489639282,-0.6646178960800171
bidirectional,25100,-1.3331465820471446,-2.6409852504730225,-1.6444971561431885,-1.2474294900894165,-0.9459847211837769,-0.8787915706634521,-0.641191303730011
bidirectional,25200,-1.3221362431844075,-2.563689708709717,-1.6324794292449951,-1.221786618232727,-0.9166472554206848,-0.9422177672386169,-0.6559966802597046
bidirectional,25300,-1.32154181599617,-2.6146843433380127,-1.6193392276763916,-1.176974892616272,-0.90498286485672,-0.9682096242904663,-0.6450599431991577
bidirectional,25400,-1.3710626165072124,-2.5690364837646484,-1.7514177560806274,-1.2973952293395996,-1.019785761833191,-0.9263161420822144,-0.6624243259429932
bidirectional,25500,-1.356375902891159,-2.629023790359497,-1.7352533340454102,-1.257891058921814,-0.9723802208900452,-0.8965514898300171,-0.6471555233001709
bidirectional,25600,-1.3486596445242565,-2.6881263256073,-1.6723793745040894,-1.2870571613311768,-0.9023715853691101,-0.8875660300254822,-0.6544573903083801
bidirectional,25700,-1.3526673118273418,-2.6166999340057373,-1.7457566261291504,-1.250636339187622,-0.9527746438980103,-0.895325243473053,-0.6548110842704773
bidirectional,25800,-1.3255816598733265,-2.4804108142852783,-1.6851284503936768,-1.2644661664962769,-0.9254410862922668,-0.9482210874557495,-0.6498223543167114
bidirectional,25900,-1.3475695252418518,-2.5738513469696045,-1.7280670404434204,-1.2411640882492065,-0.913857102394104,-0.9440281391143799,-0.6844494342803955
bidirectional,26000,-1.358352502187093,-2.5274665355682373,-1.769335150718689,-1.2805625200271606,-0.982223629951477,-0.9060521721839905,-0.6844750046730042
bidirectional,26100,-1.3643484612305958,-2.583669900894165,-1.682989478111267,-1.3490369319915771,-0.9798686504364014,-0.9292777180671692,-0.6612480878829956
bidirectional,26200,-1.378469278415044,-2.6643683910369873,-1.7441502809524536,-1.2744231224060059,-0.9748720526695251,-0.9587701559066772,-0.6542316675186157
bidirectional,26300,-1.3514517645041149,-2.6166322231292725,-1.7478516101837158,-1.2258139848709106,-0.9479938745498657,-0.9088392853736877,-0.6615796089172363
bidirectional,26400,-1.3689307868480682,-2.629660129547119,-1.7530906200408936,-1.2787469625473022,-0.8905200958251953,-0.9470980167388916,-0.7144688963890076
bidirectional,26500,-1.3333644568920135,-2.58919620513916,-1.6853947639465332,-1.2485628128051758,-0.9423284530639648,-0.8639078140258789,-0.6707966923713684
bidirectional,26600,-1.3709403077761333,-2.558647394180298,-1.7607375383377075,-1.2998721599578857,-1.0009896755218506,-0.9194512963294983,-0.6859437823295593
bidirectional,26700,-1.3389752606550853,-2.62192964553833,-1.7072144746780396,-1.200478196144104,-0.9046065807342529,-0.9306127429008484,-0.6690099239349365
bidirectional,26800,-1.3697818120320637,-2.6227681636810303,-1.7641890048980713,-1.2791049480438232,-0.9545922875404358,-0.9154411554336548,-0.6825953125953674
bidirectional,26900,-1.3515288134415944,-2.533463954925537,-1.7946951389312744,-1.272279977798462,-0.9441473484039307,-0.9197220802307129,-0.6448643803596497
bidirectional,27000,-1.3555167118708293,-2.554250478744507,-1.7502388954162598,-1.2681649923324585,-0.9482578635215759,-0.8989864587783813,-0.7132015824317932
bidirectional,27100,-1.3443075915177662,-2.5122811794281006,-1.7236524820327759,-1.2924038171768188,-0.9732558727264404,-0.9007774591445923,-0.6634747385978699
bidirectional,27200,-1.3445498446623485,-2.4794209003448486,-1.7943015098571777,-1.2230905294418335,-0.960303544998169,-0.9527893662452698,-0.657393217086792
bidirectional,27300,-1.3933273057142894,-2.7031702995300293,-1.7804415225982666,-1.2815642356872559,-0.9905365109443665,-0.9456869959831238,-0.6585642695426941
bidirectional,27400,-1.3526809513568878,-2.6067562103271484,-1.7215816974639893,-1.285286545753479,-0.9293447732925415,-0.9102109670639038,-0.6629055142402649
bidirectional,27500,-1.334054172039032,-2.5330076217651367,-1.6062175035476685,-1.292424201965332,-0.9483023881912231,-0.9430322051048279,-0.6813411116600037
bidirectional,27600,-1.3704033096631367,-2.6357388496398926,-1.777287244796753,-1.2976877689361572,-0.9201104640960693,-0.9631169438362122,-0.6284785866737366
bidirectional,27700,-1.3270199795564015,-2.5706427097320557,-1.6844291687011719,-1.221437692642212,-0.9167911410331726,-0.9040248394012451,-0.6647943258285522
bidirectional,27800,-1.3219509422779083,-2.437558650970459,-1.7220734357833862,-1.2268776893615723,-0.9714168906211853,-0.9137827754020691,-0.6599962115287781
bidirectional,27900,-1.3437145352363586,-2.4534783363342285,-1.7649672031402588,-1.27498197555542,-0.9781584143638611,-0.8798835277557373,-0.7108177542686462
bidirectional,28000,-1.3090581794579823,-2.3534305095672607,-1.6957409381866455,-1.2587157487869263,-0.9233259558677673,-0.9354838728904724,-0.687652051448822
bidirectional,28100,-1.3371135195096333,-2.538888692855835,-1.7457845211029053,-1.2503682374954224,-0.9291293621063232,-0.9304065704345703,-0.6281037330627441
bidirectional,28200,-1.3560738563537598,-2.5535244941711426,-1.7385905981063843,-1.2447612285614014,-0.9765753746032715,-0.9442489147186279,-0.678742527961731
bidirectional,28300,-1.33483225107193,-2.5680625438690186,-1.7129671573638916,-1.2559261322021484,-0.9289742708206177,-0.8899054527282715,-0.6531579494476318
bidirectional,28400,-1.3425888121128082,-2.6305224895477295,-1.7009825706481934,-1.2120450735092163,-0.9752910733222961,-0.8738861083984375,-0.6628055572509766
bidirectional,28500,-1.328810801108678,-2.4188942909240723,-1.7200722694396973,-1.202663779258728,-0.9985454082489014,-0.9412180185317993,-0.6914710402488708
bidirectional,28600,-1.329628586769104,-2.445570945739746,-1.800466775894165,-1.2500512599945068,-0.9598568081855774,-0.8856936097145081,-0.6361321210861206
bidirectional,28700,-1.3474790155887604,-2.6680917739868164,-1.6616432666778564,-1.262108564376831,-0.924700915813446,-0.9476784467697144,-0.620651125907898
bidirectional,28800,-1.3562932809193928,-2.728851795196533,-1.729018211364746,-1.2148079872131348,-0.8980135917663574,-0.9019930958747864,-0.6650750041007996
bidirectional,28900,-1.347604940334956,-2.569422721862793,-1.750780463218689,-1.2859970331192017,-0.9240502119064331,-0.9205743074417114,-0.634804904460907
bidirectional,29000,-1.3224209547042847,-2.4577696323394775,-1.6247998476028442,-1.2642886638641357,-0.9336532354354858,-0.9607663154602051,-0.6932480335235596
bidirectional,29100,-1.3621778587500255,-2.6503052711486816,-1.7248518466949463,-1.2401237487792969,-0.9306486248970032,-0.9420663714408875,-0.6850712895393372
bidirectional,29200,-1.3640441099802654,-2.638610363006592,-1.777236819267273,-1.2739113569259644,-0.9572871923446655,-0.9476456046104431,-0.589573323726654
bidirectional,29300,-1.3621768355369568,-2.5714316368103027,-1.8044837713241577,-1.236655592918396,-0.9304158687591553,-0.9032793641090393,-0.7267947793006897
bidirectional,29400,-1.3008101681868236,-2.5486395359039307,-1.6301339864730835,-1.2237682342529297,-0.9276738166809082,-0.857498049736023,-0.6171473860740662
bidirectional,29500,-1.3754133979479473,-2.668161153793335,-1.7398123741149902,-1.266855239868164,-0.9326136708259583,-0.9583975076675415,-0.6866404414176941
bidirectional,29600,-1.3402063051859539,-2.5842435359954834,-1.698033332824707,-1.241361379623413,-0.9201349020004272,-0.887452244758606,-0.7100124359130859
bidirectional,29700,-1.372165322303772,-2.7005937099456787,-1.7127412557601929,-1.2924796342849731,-0.9717519283294678,-0.8897544145584106,-0.6656709909439087
bidirectional,29800,-1.3720029791196187,-2.6919808387756348,-1.7259882688522339,-1.259820818901062,-0.9277995228767395,-0.9512242674827576,-0.6752041578292847
bidirectional,29900,-1.3254505296548207,-2.4691803455352783,-1.6846460103988647,-1.2758162021636963,-0.9506053924560547,-0.8957995176315308,-0.6766557097434998
bidirectional,29999,-1.3753596544265747,-2.744266986846924,-1.7103636264801025,-1.1911031007766724,-0.9613606333732605,-0.9569512605667114,-0.6881123185157776
causal,200,0.12856975321968397,0.10579365491867065,0.13312716782093048,0.0935966745018959,0.14524683356285095,0.1865236908197403,0.1071304976940155
causal,400,-0.2883506342768669,-0.4733542799949646,-0.3690986633300781,-0.22843033075332642,-0.1743069291114807,-0.25529539585113525,-0.22961820662021637
causal,600,-0.5904948910077413,-0.9544103145599365,-0.6025301814079285,-0.5165919661521912,-0.5707186460494995,-0.4811333119869232,-0.41758492588996887
causal,800,-0.750308096408844,-1.2728419303894043,-0.888834536075592,-0.5801712274551392,-0.6580912470817566,-0.5755727887153625,-0.5263368487358093
causal,1000,-0.8017664750417074,-1.2257933616638184,-0.9528387784957886,-0.7765516638755798,-0.6196529269218445,-0.6048049330711365,-0.6309571862220764
causal,1200,-0.8517014980316162,-1.5368753671646118,-1.0888813734054565,-0.7231163382530212,-0.6624863743782043,-0.5430777668952942,-0.5557717680931091
causal,1400,-0.6075239380200704,-1.1070679426193237,-0.8560869693756104,-0.5914735198020935,-0.4172140657901764,-0.26669785380363464,-0.40660327672958374
causal,1600,-0.7982943753401438,-1.6444246768951416,-1.0736624002456665,-0.5250374674797058,-0.6112812757492065,-0.47431644797325134,-0.46104398369789124
causal,1800,-0.8340104520320892,-1.416068196296692,-0.9826735854148865,-0.6509172916412354,-0.7789636850357056,-0.6238807439804077,-0.5515592098236084
causal,2000,-0.8554815053939819,-1.464835524559021,-1.1904361248016357,-0.6627785563468933,-0.6312273144721985,-0.6141785979270935,-0.5694329142570496
causal,2200,-0.7994938095410665,-1.8381602764129639,-0.9774430990219116,-0.5006808042526245,-0.5067541003227234,-0.4725884795188904,-0.5013360977172852
causal,2400,-0.6555764079093933,-0.8703425526618958,-0.7358874678611755,-0.5544061660766602,-0.6475067734718323,-0.5728321671485901,-0.552483320236206
causal,2600,-0.9012898802757263,-1.6488415002822876,-1.1098381280899048,-0.739518940448761,-0.7008812427520752,-0.5870548486709595,-0.6216046214103699
causal,2800,-0.6963476290305456,-1.3936519622802734,-0.788737952709198,-0.45650142431259155,-0.5554591417312622,-0.40641310811042786,-0.5773221850395203
causal,3000,-0.9653488397598267,-1.8830593824386597,-1.2671014070510864,-0.6941226720809937,-0.6864659190177917,-0.5877242684364319,-0.6736193895339966
causal,3200,-0.8000555237134298,-1.5707955360412598,-0.9285622239112854,-0.603337824344635,-0.5942356586456299,-0.5206289291381836,-0.582772970199585
causal,3400,-0.8824017147223154,-1.876481294631958,-1.2660871744155884,-0.5586957335472107,-0.5408106446266174,-0.599195122718811,-0.4531403183937073
causal,3600,-0.8757970134417216,-1.9887566566467285,-1.2665845155715942,-0.5118443965911865,-0.524318516254425,-0.47995272278785706,-0.4833252727985382
causal,3800,-0.8534805774688721,-1.5615684986114502,-1.1008905172348022,-0.7099543809890747,-0.6257864236831665,-0.5745574235916138,-0.548126220703125
causal,4000,-0.9825978179772695,-1.9498404264450073,-1.1905477046966553,-0.7563945055007935,-0.7781010866165161,-0.5657042264938354,-0.6549989581108093
causal,4200,-0.8784136921167374,-2.04384446144104,-1.2203142642974854,-0.5358798503875732,-0.5193517208099365,-0.3922555148601532,-0.5588363409042358
causal,4400,-0.9247645139694214,-1.8896504640579224,-1.0571250915527344,-0.7189350724220276,-0.7090988159179688,-0.631646990776062,-0.5421306490898132
causal,4600,-0.8230803658564886,-1.8180066347122192,-0.8190175890922546,-0.48755374550819397,-0.6576587557792664,-0.590241551399231,-0.5660039186477661
causal,4800,-0.6478867878516515,-1.101226568222046,-0.9490480422973633,-0.6568705439567566,-0.5859593152999878,-0.25923407077789307,-0.3349821865558624
causal,5000,-0.9345599512259165,-1.8902771472930908,-1.1492984294891357,-0.7085749506950378,-0.6788903474807739,-0.6002522706985474,-0.5800665616989136
causal,5200,-1.015169491370519,-2.070970058441162,-1.3791042566299438,-0.6936696767807007,-0.6699389219284058,-0.6859703660011292,-0.5913636684417725
causal,5400,-0.8575743834177653,-1.3255302906036377,-1.0920820236206055,-0.5909954905509949,-0.7505956888198853,-0.7071292400360107,-0.6791135668754578
causal,5600,-1.0095485150814056,-2.0492398738861084,-1.1656758785247803,-0.812358021736145,-0.7218180894851685,-0.6621631979942322,-0.6460360288619995
causal,5800,-0.9551627337932587,-1.4241353273391724,-1.1967767477035522,-0.9127821922302246,-0.7884441614151001,-0.7033320665359497,-0.705505907535553
causal,6000,-1.09365447362264,-2.0981385707855225,-1.3793416023254395,-0.8210259079933167,-0.8605626821517944,-0.6910133361816406,-0.7118447422981262
causal,6200,-0.8134847581386566,-1.6504709720611572,-0.8192586898803711,-0.6787288188934326,-0.6316074728965759,-0.5454955101013184,-0.5553470849990845
causal,6400,-0.9758340219656626,-2.061605453491211,-1.1443712711334229,-0.6168606281280518,-0.716025173664093,-0.6830368041992188,-0.6331048011779785
causal,6600,-1.0192084908485413,-2.1369123458862305,-1.140336275100708,-0.7594268918037415,-0.7724260687828064,-0.6362161040306091,-0.6699332594871521
causal,6800,-0.9263035356998444,-1.4461638927459717,-1.0967806577682495,-0.7473801374435425,-0.8027274012565613,-0.7331379652023315,-0.7316311597824097
causal,7000,-0.9997968872388204,-1.9752835035324097,-1.2384464740753174,-0.7980107069015503,-0.7014240026473999,-0.6568058133125305,-0.6288108229637146
causal,7200,-1.05367515484492,-2.2397539615631104,-1.182357907295227,-0.7639098167419434,-0.8155882358551025,-0.6486002802848816,-0.6718407273292542
causal,7400,-0.9707592030366262,-1.8986207246780396,-1.2534222602844238,-0.6524410843849182,-0.789482593536377,-0.6454468369483948,-0.5851417183876038
causal,7600,-1.0548497438430786,-2.157705068588257,-1.3027498722076416,-0.7762071490287781,-0.7826828956604004,-0.6336128115653992,-0.6761406660079956
causal,7800,-1.0520017842451732,-2.2987542152404785,-1.2976000308990479,-0.7572860717773438,-0.8319584727287292,-0.5791946053504944,-0.5472173094749451
causal,8000,-0.9896627565224966,-2.076348304748535,-1.1781408786773682,-0.7133382558822632,-0.6596066355705261,-0.6942326426506042,-0.6163098216056824
causal,8200,-1.0336728890736897,-2.238001585006714,-1.222068428993225,-0.8349481821060181,-0.6499536633491516,-0.6251559257507324,-0.6319095492362976
causal,8400,-0.9215966761112213,-1.808066487312317,-1.0317280292510986,-0.6930695176124573,-0.7838900685310364,-0.5682551264762878,-0.6445708274841309
causal,8600,-1.1187373399734497,-2.2379631996154785,-1.3634607791900635,-0.8726570010185242,-0.8106175065040588,-0.7313512563705444,-0.6963742971420288
causal,8800,-0.9902130365371704,-1.9229657649993896,-1.2518447637557983,-0.7894182801246643,-0.7744535803794861,-0.6771973967552185,-0.5253984332084656
causal,9000,-1.1220834453900654,-2.3123064041137695,-1.3344334363937378,-0.8869702219963074,-0.7923372983932495,-0.7758214473724365,-0.6306318640708923
causal,9200,-1.1372365752855937,-2.183722496032715,-1.4675147533416748,-0.8780276775360107,-0.8612967133522034,-0.7199130058288574,-0.7129448056221008
causal,9400,-1.0786501169204712,-2.085629463195801,-1.4442425966262817,-0.7440181970596313,-0.7624971270561218,-0.7493918538093567,-0.6861214637756348
